,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
22,2024-11-25,1048.84,1049.0,1030.57,1031.49,1026.41,1463706,1463706,-17.35,-1.65,1039.975,"November 25, 24",-0.0165
23,2024-11-22,1033.0,1041.94,1028.5,1036.46,1031.35,713063,713063,3.46,0.33495,1034.975,"November 22, 24",0.0033495
24,2024-11-21,1034.73,1039.43,1024.6,1028.0,1022.93,473229,473229,-6.73,-0.65041,1031.69,"November 21, 24",-0.0065041
25,2024-11-20,1032.35,1036.7,1018.0,1024.67,1019.62,593741,593741,-7.68,-0.74393,1027.93,"November 20, 24",-0.0074393
26,2024-11-19,1042.0,1044.31,1027.59,1028.11,1023.04,673775,673775,-13.89,-1.33,1035.5025,"November 19, 24",-0.0133
27,2024-11-18,1038.58,1053.22,1037.4,1049.97,1044.8,563277,563277,11.39,1.1,1044.7925,"November 18, 24",0.011
28,2024-11-15,1038.49,1052.51,1035.01,1047.37,1042.21,583514,583514,8.88,0.85509,1043.345,"November 15, 24",0.0085509
29,2024-11-14,1040.71,1058.89,1037.2,1047.08,1041.92,1048811,1048811,6.37,0.61208,1045.97,"November 14, 24",0.0061208
30,2024-11-13,1038.37,1043.65,1026.18,1030.98,1025.9,408874,408874,-7.39,-0.71169,1034.795,"November 13, 24",-0.0071169
31,2024-11-12,1054.2,1057.08,1033.59,1036.35,1031.24,489961,489961,-17.85,-1.69,1045.305,"November 12, 24",-0.0169
32,2024-11-11,1048.83,1068.34,1047.5,1053.84,1048.65,681500,681500,5.01,0.47768,1054.6275,"November 11, 24",0.0047768
33,2024-11-08,1040.98,1050.44,1036.67,1039.28,1034.16,454500,454500,-1.7,-0.16331,1041.8425,"November 08, 24",-0.0016331
34,2024-11-07,1039.99,1044.95,1032.4,1036.06,1030.95,528700,528700,-3.93,-0.37789,1038.35,"November 07, 24",-0.0037789
35,2024-11-06,1046.26,1057.51,1000.0,1029.82,1024.75,1266900,1266900,-16.44,-1.57,1033.3975,"November 06, 24",-0.0157
36,2024-11-05,992.0,1017.69,992.0,1014.35,1009.35,425106,425106,22.35,2.25,1004.01,"November 05, 24",0.0225
37,2024-11-04,979.14,992.01,976.05,991.5,986.61,512500,512500,12.36,1.26,984.675,"November 04, 24",0.0126
38,2024-11-01,984.0,991.97,980.23,985.08,980.23,792041,792041,1.08,0.10976,985.32,"November 01, 24",0.0010976
39,2024-10-31,970.16,986.07,969.54,981.03,976.2,607916,607916,10.87,1.12,976.7,"October 31, 24",0.0112
40,2024-10-30,985.52,998.0,978.96,979.87,975.04,428033,428033,-5.65,-0.5733,985.5875,"October 30, 24",-0.005733
41,2024-10-29,985.0,989.77,979.13,983.17,978.33,269629,269629,-1.83,-0.18579,984.2675,"October 29, 24",-0.0018579
42,2024-10-28,982.0,989.45,979.01,986.22,981.36,329564,329564,4.22,0.42974,984.17,"October 28, 24",0.0042974
43,2024-10-25,987.35,987.35,968.95,974.07,969.27,433666,433666,-13.28,-1.35,979.43,"October 25, 24",-0.0135
44,2024-10-24,991.04,992.03,983.23,984.0,979.15,353688,353688,-7.04,-0.71036,987.575,"October 24, 24",-0.0071036
45,2024-10-23,997.05,1008.64,982.67,988.16,983.29,441721,441721,-8.89,-0.89163,994.13,"October 23, 24",-0.0089163
46,2024-10-22,997.11,1003.87,990.79,1000.81,995.88,504449,504449,3.7,0.37107,998.145,"October 22, 24",0.0037107
47,2024-10-21,1005.0,1008.58,997.21,1000.53,995.6,311219,311219,-4.47,-0.44478,1002.83,"October 21, 24",-0.0044478
48,2024-10-18,1009.48,1009.48,998.38,1007.02,1002.06,505446,505446,-2.46,-0.24369,1006.09,"October 18, 24",-0.0024369
49,2024-10-17,1023.6,1032.0,1001.64,1002.5,997.56,684835,684835,-21.1,-2.06,1014.935,"October 17, 24",-0.0206
50,2024-10-16,1004.15,1019.22,1004.15,1015.75,1010.74,547221,547221,11.6,1.16,1010.8175,"October 16, 24",0.0116
51,2024-10-15,998.0,1016.45,996.12,1007.0,1002.04,618827,618827,9.0,0.9018,1004.3925,"October 15, 24",0.009018
52,2024-10-14,999.17,1001.45,989.19,991.72,986.83,768522,768522,-7.45,-0.74562,995.3825,"October 14, 24",-0.0074562
53,2024-10-11,963.21,996.29,963.15,990.26,985.38,927686,927686,27.05,2.81,978.2275,"October 11, 24",0.0281
54,2024-10-10,955.0,963.33,953.62,955.59,950.88,564400,564400,0.59,0.0617801,956.885,"October 10, 24",0.000617801
55,2024-10-09,950.0,962.95,947.98,955.92,951.21,573319,573319,5.92,0.62316,954.2125,"October 09, 24",0.0062316
56,2024-10-08,951.55,955.36,942.28,949.07,944.39,389013,389013,-2.48,-0.26063,949.565,"October 08, 24",-0.0026063
57,2024-10-07,952.0,956.82,937.96,940.67,936.03,561592,561592,-11.33,-1.19,946.8625,"October 07, 24",-0.0119
58,2024-10-04,960.74,960.74,931.03,949.19,944.51,491906,491906,-11.55,-1.2,950.425,"October 04, 24",-0.012
59,2024-10-03,953.57,958.63,949.49,951.49,946.8,511292,511292,-2.08,-0.21813,953.295,"October 03, 24",-0.0021813
60,2024-10-02,939.87,957.28,933.0,957.25,952.53,368283,368283,17.38,1.85,946.85,"October 02, 24",0.0185
61,2024-10-01,945.32,945.32,918.96,934.02,929.42,543932,543932,-11.3,-1.2,935.905,"October 01, 24",-0.012
62,2024-09-30,944.29,951.27,935.97,949.51,944.83,362331,362331,5.22,0.5528,945.26,"September 30, 24",0.005528
63,2024-09-27,945.47,950.35,942.1,945.21,940.55,472522,472522,-0.26,-0.02749955,945.7825,"September 27, 24",-0.0002749955
64,2024-09-26,945.0,952.75,939.41,945.02,940.36,459569,459569,0.02,0.0021164,945.545,"September 26, 24",2.1164e-05
65,2024-09-25,942.72,942.84,934.61,936.8,932.18,476839,476839,-5.92,-0.62797,939.2425,"September 25, 24",-0.0062797
66,2024-09-24,934.0,942.16,930.0,941.23,936.59,366529,366529,7.23,0.77409,936.8475,"September 24, 24",0.0077409
67,2024-09-23,929.97,939.46,928.79,937.61,932.99,396587,396587,7.64,0.82153,933.9575,"September 23, 24",0.0082153
68,2024-09-20,930.67,931.79,924.63,928.79,924.21,970244,970244,-1.88,-0.20201,928.97,"September 20, 24",-0.0020201
69,2024-09-19,938.25,942.73,925.72,934.87,930.26,625501,625501,-3.38,-0.36025,935.3925,"September 19, 24",-0.0036025
70,2024-09-18,911.81,930.5,905.75,922.71,918.16,656407,656407,10.9,1.2,917.6925,"September 18, 24",0.012
71,2024-09-17,897.35,908.88,895.19,904.52,900.06,416949,416949,7.17,0.79902,901.485,"September 17, 24",0.0079902
72,2024-09-16,888.34,895.9,886.6,895.18,890.77,380900,380900,6.84,0.76998,891.505,"September 16, 24",0.0076998
73,2024-09-13,888.14,892.14,882.68,885.73,881.37,406900,406900,-2.41,-0.27135,887.1725,"September 13, 24",-0.0027135
74,2024-09-12,880.83,886.47,874.38,885.12,880.76,479019,479019,4.29,0.48704,881.7,"September 12, 24",0.0048704
75,2024-09-11,878.44,878.49,854.16,877.12,872.8,432016,432016,-1.32,-0.15027,872.0525,"September 11, 24",-0.0015027
76,2024-09-10,886.22,886.22,869.32,883.83,879.47,269900,269900,-2.39,-0.26968,881.3975,"September 10, 24",-0.0026968
77,2024-09-09,873.44,884.01,870.92,877.94,873.61,394800,394800,4.5,0.5152,876.5775,"September 09, 24",0.005152
78,2024-09-06,878.14,884.76,861.11,866.92,857.57,748945,748945,-11.22,-1.28,872.7325,"September 06, 24",-0.0128
79,2024-09-05,889.7,889.7,873.14,876.64,867.19,426067,426067,-13.06,-1.47,882.295,"September 05, 24",-0.0147
80,2024-09-04,880.33,890.7,879.18,886.49,876.93,356689,356689,6.16,0.69974,884.175,"September 04, 24",0.0069974
81,2024-09-03,899.07,900.0,881.01,886.43,876.87,433546,433546,-12.64,-1.41,891.6275,"September 03, 24",-0.0141
82,2024-08-30,898.29,903.46,889.96,901.81,892.09,478238,478238,3.52,0.39186,898.38,"August 30, 24",0.0039186
83,2024-08-29,888.66,898.66,884.78,894.87,885.22,417957,417957,6.21,0.6988,891.7425,"August 29, 24",0.006988
84,2024-08-28,886.44,895.44,883.71,888.66,879.08,441255,441255,2.22,0.25044,888.5625,"August 28, 24",0.0025044
85,2024-08-27,883.5,888.0,878.7,886.13,876.58,300431,300431,2.63,0.29768,884.0825,"August 27, 24",0.0029768
86,2024-08-26,882.76,889.0,878.78,883.14,873.62,413854,413854,0.38,0.04304681,883.42,"August 26, 24",0.0004304681
87,2024-08-23,869.5,884.66,867.03,882.84,873.32,416346,416346,13.34,1.53,876.0075,"August 23, 24",0.0153
88,2024-08-22,863.09,868.74,858.98,865.24,855.91,327417,327417,2.15,0.2491,864.0125,"August 22, 24",0.002491
89,2024-08-21,861.88,864.92,853.76,863.09,853.78,453730,453730,1.21,0.14039,860.9125,"August 21, 24",0.0014039
90,2024-08-20,869.45,871.99,859.73,860.97,851.69,348724,348724,-8.48,-0.97533,865.535,"August 20, 24",-0.0097533
91,2024-08-19,873.59,877.02,866.31,870.21,860.83,456067,456067,-3.38,-0.38691,871.7825,"August 19, 24",-0.0038691
92,2024-08-16,872.25,874.87,868.7,872.49,863.08,395236,395236,0.24,0.02751505,872.0775,"August 16, 24",0.0002751505
93,2024-08-15,864.52,875.83,863.03,872.06,862.66,520800,520800,7.54,0.87216,868.86,"August 15, 24",0.0087216
94,2024-08-14,856.03,859.62,851.38,857.52,848.27,325149,325149,1.49,0.17406,856.1375,"August 14, 24",0.0017406
95,2024-08-13,844.48,856.21,843.7,854.59,845.38,385850,385850,10.11,1.2,849.745,"August 13, 24",0.012
96,2024-08-12,854.14,857.0,835.45,838.27,829.23,510339,510339,-15.87,-1.86,846.215,"August 12, 24",-0.0186
97,2024-08-09,853.42,862.21,849.8,856.21,846.98,290400,290400,2.79,0.32692,855.41,"August 09, 24",0.0032692
98,2024-08-08,846.2,855.79,843.62,854.83,845.61,381506,381506,8.63,1.02,850.11,"August 08, 24",0.0102
99,2024-08-07,852.26,856.4,838.47,839.84,830.79,750900,750900,-12.42,-1.46,846.7425,"August 07, 24",-0.0146
100,2024-08-06,834.52,852.23,829.5,840.96,831.89,525216,525216,6.44,0.7717,839.3025,"August 06, 24",0.007717
101,2024-08-05,824.69,848.92,813.18,830.76,821.8,1328900,1328900,6.07,0.73603,829.3875,"August 05, 24",0.0073603
102,2024-08-02,855.0,858.2,839.29,846.02,836.9,479910,479910,-8.98,-1.05,849.6275,"August 02, 24",-0.0105
103,2024-08-01,880.0,884.67,860.32,865.35,856.02,586568,586568,-14.65,-1.66,872.585,"August 01, 24",-0.0166
104,2024-07-31,875.32,885.1,871.9,876.5,867.05,656942,656942,1.18,0.13481,877.205,"July 31, 24",0.0013481
105,2024-07-30,868.13,873.89,865.18,872.59,863.18,539600,539600,4.46,0.51375,869.9475,"July 30, 24",0.0051375
106,2024-07-29,858.0,865.17,852.37,862.15,852.85,612700,612700,4.15,0.48368,859.4225,"July 29, 24",0.0048368
107,2024-07-26,841.97,857.65,841.1,856.2,846.97,555814,555814,14.23,1.69,849.23,"July 26, 24",0.0169
108,2024-07-25,824.96,848.58,822.43,836.54,827.52,587524,587524,11.58,1.4,833.1275,"July 25, 24",0.014
109,2024-07-24,844.08,846.24,826.11,827.65,818.73,660358,660358,-16.43,-1.95,836.02,"July 24, 24",-0.0195
110,2024-07-23,841.81,850.99,839.02,844.69,835.58,701557,701557,2.88,0.34212,844.1275,"July 23, 24",0.0034212
111,2024-07-22,836.55,845.5,835.04,843.24,834.15,573228,573228,6.69,0.79971,840.0825,"July 22, 24",0.0079971
112,2024-07-19,833.67,833.67,825.06,830.7,821.74,1036200,1036200,-2.97,-0.35626,830.775,"July 19, 24",-0.0035626
113,2024-07-18,835.17,851.88,828.79,829.0,820.06,718023,718023,-6.17,-0.73877,836.21,"July 18, 24",-0.0073877
114,2024-07-17,846.31,848.62,835.89,841.09,832.02,692007,692007,-5.22,-0.6168,842.9775,"July 17, 24",-0.006168
115,2024-07-16,824.5,845.53,820.95,843.94,834.84,744760,744760,19.44,2.36,833.73,"July 16, 24",0.0236
116,2024-07-15,829.98,836.21,818.44,822.96,814.09,888305,888305,-7.02,-0.8458,826.8975,"July 15, 24",-0.008458
117,2024-07-12,829.39,837.54,825.4,827.97,819.04,677100,677100,-1.42,-0.17121,830.075,"July 12, 24",-0.0017121
118,2024-07-11,817.97,825.93,815.81,824.87,815.98,634133,634133,6.9,0.84355,821.145,"July 11, 24",0.0084355
119,2024-07-10,801.76,812.29,801.76,812.0,803.25,519073,519073,10.24,1.28,806.9525,"July 10, 24",0.0128
120,2024-07-09,793.51,803.39,791.52,802.28,793.63,629528,629528,8.77,1.11,797.675,"July 09, 24",0.0111
121,2024-07-08,790.6,793.28,785.76,790.19,781.67,529600,529600,-0.41,-0.05185935,789.9575,"July 08, 24",-0.0005185935
122,2024-07-05,791.14,791.18,782.9,790.6,782.08,341478,341478,-0.54,-0.06825593,788.955,"July 05, 24",-0.0006825593
123,2024-07-03,789.13,790.63,786.0,789.12,780.61,250800,250800,-0.01,-0.00126722,788.72,"July 03, 24",-1.26722e-05
124,2024-07-02,782.67,789.66,782.67,789.13,780.62,367332,367332,6.46,0.82538,786.0325,"July 02, 24",0.0082538
125,2024-07-01,790.83,794.1,777.63,782.27,773.84,543517,543517,-8.56,-1.08,786.2075,"July 01, 24",-0.0108
126,2024-06-28,784.49,792.33,781.2,787.32,778.83,769500,769500,2.83,0.36074,786.335,"June 28, 24",0.0036074
127,2024-06-27,784.65,787.05,780.34,781.13,772.71,428580,428580,-3.52,-0.44861,783.2925,"June 27, 24",-0.0044861
128,2024-06-26,789.28,791.12,784.52,787.45,778.96,529002,529002,-1.83,-0.23186,788.0925,"June 26, 24",-0.0023186
129,2024-06-25,794.46,795.26,788.58,794.39,785.83,394046,394046,-0.07,-0.00881102,793.1725,"June 25, 24",-8.81102e-05
130,2024-06-24,788.58,806.47,788.58,798.95,790.34,528700,528700,10.37,1.32,795.645,"June 24, 24",0.0132
131,2024-06-21,783.72,791.15,779.89,787.6,779.11,873000,873000,3.88,0.49507,785.59,"June 21, 24",0.0049507
132,2024-06-20,782.02,784.05,777.52,782.83,774.39,496885,496885,0.81,0.10358,781.605,"June 20, 24",0.0010358
133,2024-06-18,778.94,784.12,777.02,783.65,775.2,479732,479732,4.71,0.60467,780.9325,"June 18, 24",0.0060467
134,2024-06-17,767.21,783.94,766.05,781.08,772.66,541708,541708,13.87,1.81,774.57,"June 17, 24",0.0181
135,2024-06-14,764.5,769.97,759.99,769.33,761.04,376815,376815,4.83,0.63179,765.9475,"June 14, 24",0.0063179
136,2024-06-13,766.96,772.75,758.2,769.71,761.41,462500,462500,2.75,0.35856,766.905,"June 13, 24",0.0035856
137,2024-06-12,769.35,782.56,766.09,770.11,761.81,833246,833246,0.76,0.09878469,772.0275,"June 12, 24",0.0009878469
138,2024-06-11,762.01,763.37,752.3,757.63,749.46,499000,499000,-4.38,-0.5748,758.8275,"June 11, 24",-0.005748
139,2024-06-10,766.74,768.86,760.25,766.17,757.91,588940,588940,-0.57,-0.07434072,765.505,"June 10, 24",-0.0007434072
140,2024-06-07,767.69,774.01,763.21,768.69,760.4,468160,468160,1.0,0.13026,768.4,"June 07, 24",0.0013026
141,2024-06-06,787.69,787.69,776.53,778.53,765.09,406332,406332,-9.16,-1.16,782.61,"June 06, 24",-0.0116
142,2024-06-05,788.75,789.08,779.44,788.88,775.26,539842,539842,0.13,0.01648177,786.5375,"June 05, 24",0.0001648177
143,2024-06-04,777.37,786.87,774.62,785.29,771.73,666466,666466,7.92,1.02,781.0375,"June 04, 24",0.0102
144,2024-06-03,779.49,779.7,768.72,777.37,763.95,571000,571000,-2.12,-0.27197,776.32,"June 03, 24",-0.0027197
145,2024-05-31,763.06,774.29,762.08,772.03,758.7,1616051,1616051,8.97,1.18,767.865,"May 31, 24",0.0118
146,2024-05-30,754.96,762.41,753.83,761.86,748.71,650000,650000,6.9,0.91396,758.265,"May 30, 24",0.0091396
147,2024-05-29,763.29,765.93,756.33,756.58,743.52,574948,574948,-6.71,-0.87909,760.5325,"May 29, 24",-0.0087909
148,2024-05-28,781.9,783.64,765.48,771.41,758.09,636215,636215,-10.49,-1.34,775.6075,"May 28, 24",-0.0134
149,2024-05-24,787.38,789.39,780.92,781.9,768.4,429047,429047,-5.48,-0.69598,784.8975,"May 24, 24",-0.0069598
150,2024-05-23,798.44,798.44,781.81,784.55,771.01,538309,538309,-13.89,-1.74,790.81,"May 23, 24",-0.0174
151,2024-05-22,803.54,808.87,795.55,799.61,785.81,391642,391642,-3.93,-0.48909,801.8925,"May 22, 24",-0.0048909
152,2024-05-21,804.62,806.67,800.23,804.93,791.04,461858,461858,0.31,0.0385275,804.1125,"May 21, 24",0.000385275
153,2024-05-20,808.98,812.81,804.2,805.19,791.29,366351,366351,-3.79,-0.46849,807.795,"May 20, 24",-0.0046849
154,2024-05-17,810.43,813.45,806.31,812.22,798.2,394400,394400,1.79,0.22087,810.6025,"May 17, 24",0.0022087
155,2024-05-16,811.39,815.0,807.66,807.71,793.77,486300,486300,-3.68,-0.45354,810.44,"May 16, 24",-0.0045354
156,2024-05-15,809.12,818.18,807.68,815.7,801.62,667340,667340,6.58,0.81323,812.67,"May 15, 24",0.0081323
157,2024-05-14,792.52,803.31,792.17,802.96,789.1,492227,492227,10.44,1.32,797.74,"May 14, 24",0.0132
158,2024-05-13,799.0,800.49,789.81,790.33,776.69,416812,416812,-8.67,-1.09,794.9075,"May 13, 24",-0.0109
159,2024-05-10,792.53,799.23,792.08,796.67,782.92,607147,607147,4.14,0.52238,795.1275,"May 10, 24",0.0052238
160,2024-05-09,777.9,791.51,777.9,789.13,775.51,654816,654816,11.23,1.44,784.11,"May 09, 24",0.0144
161,2024-05-08,778.0,779.25,773.88,778.33,764.89,665700,665700,0.33,0.04241645,777.365,"May 08, 24",0.0004241645
162,2024-05-07,780.47,786.27,776.68,780.92,767.44,777419,777419,0.45,0.05765757,781.085,"May 07, 24",0.0005765757
163,2024-05-06,768.73,775.16,765.83,774.64,761.27,450100,450100,5.91,0.7688,771.09,"May 06, 24",0.007688
164,2024-05-03,765.7,771.55,762.7,763.91,750.72,558300,558300,-1.79,-0.23377,765.965,"May 03, 24",-0.0023377
165,2024-05-02,758.16,761.06,748.78,757.0,743.93,632595,632595,-1.16,-0.153,756.25,"May 02, 24",-0.00153
166,2024-05-01,755.0,765.83,750.92,751.58,738.61,614845,614845,-3.42,-0.45298,755.8325,"May 01, 24",-0.0045298
167,2024-04-30,758.04,761.45,753.8,754.64,741.61,418734,418734,-3.4,-0.44853,756.9825,"April 30, 24",-0.0044853
168,2024-04-29,763.36,769.4,755.85,761.28,748.14,495122,495122,-2.08,-0.27248,762.4725,"April 29, 24",-0.0027248
169,2024-04-26,759.77,767.48,757.75,762.88,749.71,447939,447939,3.11,0.40933,761.97,"April 26, 24",0.0040933
170,2024-04-25,754.31,760.64,748.02,757.65,744.57,510302,510302,3.34,0.44279,755.155,"April 25, 24",0.0044279
171,2024-04-24,762.8,767.64,759.44,762.8,749.63,751258,751258,0.0,0.0,763.17,"April 24, 24",0.0
172,2024-04-23,763.26,769.42,760.94,766.62,753.39,461000,461000,3.36,0.44022,765.06,"April 23, 24",0.0044022
173,2024-04-22,756.75,766.3,750.55,760.11,746.99,617200,617200,3.36,0.444,758.4275,"April 22, 24",0.00444
174,2024-04-19,751.39,755.43,745.55,749.98,737.03,867880,867880,-1.41,-0.18765,750.5875,"April 19, 24",-0.0018765
175,2024-04-18,754.74,761.42,746.78,747.3,734.4,615103,615103,-7.44,-0.98577,752.56,"April 18, 24",-0.0098577
176,2024-04-17,753.04,758.9,748.08,753.79,740.78,585800,585800,0.75,0.0995963,753.4525,"April 17, 24",0.000995963
177,2024-04-16,764.6,766.85,748.79,749.67,736.73,663071,663071,-14.93,-1.95,757.4775,"April 16, 24",-0.0195
178,2024-04-15,770.79,778.22,756.31,762.99,749.82,935305,935305,-7.8,-1.01,767.0775,"April 15, 24",-0.0101
179,2024-04-12,785.56,803.0,762.06,763.4,750.22,1453625,1453625,-22.16,-2.82,778.505,"April 12, 24",-0.0282
180,2024-04-11,785.5,789.32,778.8,785.96,772.39,812037,812037,0.46,0.05856143,784.895,"April 11, 24",0.0005856143
181,2024-04-10,793.79,795.13,780.92,783.65,770.12,654400,654400,-10.14,-1.28,788.3725,"April 10, 24",-0.0128
182,2024-04-09,806.23,806.23,794.18,803.9,790.02,802100,802100,-2.33,-0.289,802.635,"April 09, 24",-0.00289
183,2024-04-08,801.52,807.54,796.83,803.32,789.45,760238,760238,1.8,0.22457,802.3025,"April 08, 24",0.0022457
184,2024-04-05,793.63,804.27,790.12,797.56,783.79,687330,687330,3.93,0.49519,796.395,"April 05, 24",0.0049519
185,2024-04-04,822.38,826.52,790.18,792.09,778.42,1189423,1189423,-30.29,-3.68,807.7925,"April 04, 24",-0.0368
186,2024-04-03,815.45,826.08,813.56,814.8,800.74,369663,369663,-0.65,-0.07971059,817.4725,"April 03, 24",-0.0007971059
187,2024-04-02,825.5,825.91,810.0,816.59,802.49,530700,530700,-8.91,-1.08,819.5,"April 02, 24",-0.0108
188,2024-04-01,834.98,835.12,825.24,826.77,812.5,395900,395900,-8.21,-0.98326,830.5275,"April 01, 24",-0.0098326
189,2024-03-28,836.22,838.68,831.02,833.7,819.31,532198,532198,-2.52,-0.30136,834.905,"March 28, 24",-0.0030136
190,2024-03-27,826.8,835.51,822.49,835.12,820.7,466671,466671,8.32,1.01,829.98,"March 27, 24",0.0101
191,2024-03-26,819.47,823.88,817.93,820.2,806.04,374110,374110,0.73,0.08908197,820.37,"March 26, 24",0.0008908197
192,2024-03-25,820.44,826.99,815.17,816.21,802.12,378197,378197,-4.23,-0.51558,819.7025,"March 25, 24",-0.0051558
193,2024-03-22,840.82,842.32,822.46,824.83,810.59,615249,615249,-15.99,-1.9,832.6075,"March 22, 24",-0.019
194,2024-03-21,823.53,844.64,822.22,842.06,827.52,643470,643470,18.53,2.25,833.1125,"March 21, 24",0.0225
195,2024-03-20,804.11,819.24,800.69,817.89,803.77,451403,451403,13.78,1.71,810.4825,"March 20, 24",0.0171
196,2024-03-19,796.31,803.87,792.82,802.3,788.45,593932,593932,5.99,0.75222,798.825,"March 19, 24",0.0075222
197,2024-03-18,806.2,806.27,793.83,800.25,786.44,634805,634805,-5.95,-0.73803,801.6375,"March 18, 24",-0.0073803
198,2024-03-15,801.59,813.8,798.34,802.52,788.67,1576934,1576934,0.93,0.11602,804.0625,"March 15, 24",0.0011602
199,2024-03-14,825.0,825.29,800.62,808.8,794.84,859047,859047,-16.2,-1.96,814.9275,"March 14, 24",-0.0196
200,2024-03-13,829.17,831.62,823.21,825.99,811.73,510896,510896,-3.18,-0.38352,827.4975,"March 13, 24",-0.0038352
201,2024-03-12,830.12,834.27,822.25,829.59,815.27,438668,438668,-0.53,-0.06384619,829.0575,"March 12, 24",-0.0006384619
202,2024-03-11,835.65,836.07,822.27,825.16,810.92,428843,428843,-10.49,-1.26,829.7875,"March 11, 24",-0.0126
203,2024-03-08,835.85,845.0,833.72,836.12,821.69,396217,396217,0.27,0.03230245,837.6725,"March 08, 24",0.0003230245
204,2024-03-07,837.99,839.22,829.63,831.7,817.34,384701,384701,-6.29,-0.75061,834.635,"March 07, 24",-0.0075061
205,2024-03-06,825.85,832.39,820.44,830.4,816.07,538055,538055,4.55,0.55095,827.27,"March 06, 24",0.0055095
206,2024-03-05,832.29,839.8,823.37,826.94,807.65,497600,497600,-5.35,-0.6428,830.6,"March 05, 24",-0.006428
207,2024-03-04,815.97,841.96,815.97,834.47,815.01,858900,858900,18.5,2.27,827.0925,"March 04, 24",0.0227
208,2024-03-01,811.34,815.35,805.21,814.83,795.83,431336,431336,3.49,0.43015,811.6825,"March 01, 24",0.0043015
209,2024-02-29,813.4,814.96,807.39,811.34,792.42,758800,758800,-2.06,-0.25326,811.7725,"February 29, 24",-0.0025326
210,2024-02-28,798.78,813.12,797.32,809.66,790.78,513080,513080,10.88,1.36,804.72,"February 28, 24",0.0136
211,2024-02-27,807.33,809.87,795.27,800.54,781.87,555973,555973,-6.79,-0.84104,803.2525,"February 27, 24",-0.0084104
212,2024-02-26,810.95,814.82,803.35,806.03,787.23,577808,577808,-4.92,-0.6067,808.7875,"February 26, 24",-0.006067
213,2024-02-23,817.06,823.71,812.0,813.59,794.62,492606,492606,-3.47,-0.42469,816.59,"February 23, 24",-0.0042469
214,2024-02-22,811.04,816.33,808.08,813.44,794.47,549649,549649,2.4,0.29592,812.2225,"February 22, 24",0.0029592
215,2024-02-21,798.81,806.06,795.42,805.45,786.66,419400,419400,6.64,0.83124,801.435,"February 21, 24",0.0083124
216,2024-02-20,789.28,801.53,787.57,798.11,779.5,582338,582338,8.83,1.12,794.1225,"February 20, 24",0.0112
217,2024-02-16,795.09,798.0,791.13,794.0,775.48,393776,393776,-1.09,-0.13709,794.555,"February 16, 24",-0.0013709
218,2024-02-15,788.4,802.48,788.4,798.05,779.44,508239,508239,9.65,1.22,794.3325,"February 15, 24",0.0122
219,2024-02-14,785.1,788.28,779.16,785.4,767.08,420967,420967,0.3,0.03821169,784.485,"February 14, 24",0.0003821169
220,2024-02-13,785.25,791.23,770.0,778.07,759.92,637435,637435,-7.18,-0.91436,781.1375,"February 13, 24",-0.0091436
221,2024-02-12,798.33,808.49,797.64,801.76,783.06,499402,499402,3.43,0.42965,801.555,"February 12, 24",0.0042965
222,2024-02-09,794.23,800.81,791.77,797.21,778.62,536637,536637,2.98,0.37521,796.005,"February 09, 24",0.0037521
223,2024-02-08,794.06,798.94,787.5,793.2,774.7,545532,545532,-0.86,-0.1083,793.425,"February 08, 24",-0.001083
224,2024-02-07,790.0,799.45,786.53,794.7,776.17,700684,700684,4.7,0.59494,792.67,"February 07, 24",0.0059494
225,2024-02-06,784.93,788.0,778.76,787.98,769.6,666342,666342,3.05,0.38857,784.9175,"February 06, 24",0.0038857
226,2024-02-05,782.21,787.24,777.15,783.17,764.9,501130,501130,0.96,0.12273,782.4425,"February 05, 24",0.0012273
227,2024-02-02,780.65,792.34,777.26,788.0,769.62,509886,509886,7.35,0.94152,784.5625,"February 02, 24",0.0094152
228,2024-02-01,776.49,785.55,765.63,784.93,766.62,626656,626656,8.44,1.09,778.15,"February 01, 24",0.0109
229,2024-01-31,779.47,785.41,772.35,774.31,756.25,730828,730828,-5.16,-0.66199,777.885,"January 31, 24",-0.0066199
230,2024-01-30,782.98,784.82,779.07,781.73,763.5,936712,936712,-1.25,-0.15965,782.15,"January 30, 24",-0.0015965
231,2024-01-29,787.31,792.48,781.14,788.7,770.31,622286,622286,1.39,0.17655,787.4075,"January 29, 24",0.0017655
232,2024-01-26,791.33,793.28,785.49,787.3,768.94,687911,687911,-4.03,-0.50927,789.35,"January 26, 24",-0.0050927
233,2024-01-25,790.92,794.9,787.49,790.46,772.02,723803,723803,-0.46,-0.05816012,790.9425,"January 25, 24",-0.0005816012
234,2024-01-24,797.86,797.86,785.19,785.75,767.42,659788,659788,-12.11,-1.52,791.665,"January 24, 24",-0.0152
235,2024-01-23,793.27,795.59,788.48,792.56,774.08,718300,718300,-0.71,-0.08950294,792.475,"January 23, 24",-0.0008950294
236,2024-01-22,806.41,807.3,793.51,794.02,775.5,760500,760500,-12.38,-1.54,800.31,"January 22, 24",-0.0154
237,2024-01-19,797.75,808.83,794.05,805.44,786.66,681544,681544,7.69,0.96396,801.5175,"January 19, 24",0.0096396
238,2024-01-18,794.56,795.99,785.06,795.26,776.71,506794,506794,0.7,0.08809907,792.7175,"January 18, 24",0.0008809907
